side,entry_time,entry_price,sltp,partial_taken,exit_time,exit_price,result,pnl_pct,equity_curve
SHORT,2025-07-19 10:05:00,118142.2,"TradeExit(trailing_stop=118273.4779973992, sl=118300.0, tp=117921.28, sl_pct=0.0013356785297717743, tp_pct=0.001869949941680484)",False,2025-07-19 10:40:00,118300.0,LOSS,,
LONG,2025-07-19 11:25:00,118436.5,"TradeExit(trailing_stop=118269.42441168151, sl=118120.2, tp=118879.32, sl_pct=0.0026706294090082273, tp_pct=0.003738881172611518)",False,2025-07-19 12:40:00,118120.2,LOSS,,
SHORT,2025-07-19 16:00:00,117850.1,"TradeExit(trailing_stop=118097.66981313861, sl=117850.1, tp=117329.86000000002, sl_pct=0.003153158122054977, tp_pct=0.004414421370876967)",False,2025-07-19 21:15:00,117418.2,PARTIAL_50,0.18324125308336975,9.810472714359458
SHORT,2025-07-19 16:00:00,117850.1,"TradeExit(trailing_stop=118097.66981313861, sl=117850.1, tp=117329.86000000002, sl_pct=0.003153158122054977, tp_pct=0.004414421370876967)",True,2025-07-19 21:20:00,117329.86000000002,WIN,,
LONG,2025-07-20 08:00:00,118191.6,"TradeExit(trailing_stop=118019.24561915649, sl=117831.6, tp=118695.6, sl_pct=0.003045901739209893, tp_pct=0.00426426243489385)",False,2025-07-20 12:00:00,117831.6,LOSS,,
LONG,2025-07-20 12:20:00,118008.1,"TradeExit(trailing_stop=117777.33483943155, sl=118008.1, tp=118437.90000000001, sl_pct=0.002601516336590454, tp_pct=0.0036421228712266358)",False,2025-07-20 13:50:00,118324.5,PARTIAL_50,0.13405859428293232,9.94453130864239
LONG,2025-07-20 12:20:00,118008.1,"TradeExit(trailing_stop=117777.33483943155, sl=118008.1, tp=118437.90000000001, sl_pct=0.002601516336590454, tp_pct=0.0036421228712266358)",True,2025-07-20 14:00:00,118437.90000000001,WIN,,
LONG,2025-07-20 15:10:00,118640.0,"TradeExit(trailing_stop=118322.18053755838, sl=118329.9, tp=119074.14000000001, sl_pct=0.002613789615644014, tp_pct=0.0036593054619016197)",False,2025-07-20 17:00:00,118329.9,LOSS,,
LONG,2025-07-20 18:45:00,118350.0,"TradeExit(trailing_stop=118099.01971214674, sl=118003.4, tp=118835.24, sl_pct=0.002928601605407738, tp_pct=0.0041000422475708335)",False,2025-07-20 20:00:00,118003.4,LOSS,,
LONG,2025-07-20 20:45:00,118240.8,"TradeExit(trailing_stop=118008.32920351528, sl=118240.8, tp=118826.56000000003, sl_pct=0.0035385416878100343, tp_pct=0.004953958362934048)",False,2025-07-21 08:00:00,119341.4,PARTIAL_50,0.4654061880501448,10.409937496692534
LONG,2025-07-20 20:45:00,118240.8,"TradeExit(trailing_stop=118008.32920351528, sl=118240.8, tp=118826.56000000003, sl_pct=0.0035385416878100343, tp_pct=0.004953958362934048)",True,2025-07-21 08:00:00,118826.56000000003,WIN,,
LONG,2025-07-21 11:00:00,118715.1,"TradeExit(trailing_stop=118463.30896287125, sl=118313.6, tp=119277.20000000001, sl_pct=0.003382046597273641, tp_pct=0.004734865236183097)",False,2025-07-21 11:45:00,118313.6,LOSS,,
SHORT,2025-07-21 13:00:00,117953.0,"TradeExit(trailing_stop=118317.35859964584, sl=118567.29999999999, tp=117092.98, sl_pct=0.005208006578891617, tp_pct=0.007291209210448264)",False,2025-07-21 13:35:00,118567.29999999999,LOSS,,
SHORT,2025-07-21 18:40:00,117432.9,"TradeExit(trailing_stop=117835.80637236741, sl=118197.0, tp=116363.15999999999, sl_pct=0.006506694461262609, tp_pct=0.009109372245767652)",False,2025-07-22 08:50:00,118197.0,LOSS,,
