volume,atr_5,volume_ma_5,alt_btc_ratio,candle_range,rsi_7_prev,ema_14_prev,high,ema_7_prev,low,ema_14,volume_slope,lower_wick,body_size,ema_divergence,timestamp,binary_label
90713708.9,0.0006479999999999,27447179.48000002,3.1135558116863453e-07,0.0018200099999999,53.18752858829667,0.0282193724753579,0.02828,0.0280222261097908,0.02646,0.0280074561453102,83096534.2,0.00017,0.0013699999999999,-0.0003332865629671,2025-03-07 00:00:00+00:00,1
25245040.0,0.0008399999999999,30780836.04000002,3.1315198691196906e-07,0.0012900099999999,24.037652578999783,0.0280074561453102,0.02782,0.0276741695823431,0.02653,0.0279584619926022,-65468668.900000006,9.99999999999994e-05,0.00101,-0.0002928348058448,2025-03-07 01:00:00+00:00,0
13395560.7,0.000838,31640390.100000016,3.158136069238265e-07,0.00039001,49.833832221697854,0.0279584619926022,0.02781,0.0276656271867573,0.02742,0.0279040003935885,-11849479.3,0.00013,8.99999999999998e-05,-0.0002672800035205,2025-03-07 02:00:00+00:00,0
11385214.5,0.000832,29671339.760000013,3.150891612662193e-07,0.0003600099999999,48.3963500818892,0.0279040003935885,0.02776,0.027636720390068,0.0274,0.0278381336744434,-2010346.1999999995,9.999999999999593e-06,0.00014,-0.0002580933818924,2025-03-07 03:00:00+00:00,1
11072831.6,0.0008459999999999,30362471.14000001,3.137965144852465e-07,0.0003700099999999,42.809478214550666,0.0278381336744434,0.02776,0.027580040292551,0.02739,0.0277930491845176,-312382.9000000004,1.9999999999999185e-05,8.99999999999998e-05,-0.0002330189651043,2025-03-07 04:00:00+00:00,1
11019901.6,0.0005859999999999,14423709.680000013,3.161371284751139e-07,0.0005200099999999,42.243248505810136,0.0277930491845176,0.02801,0.0275600302194132,0.02749,0.0278059759599152,-52930.0,0.0,0.0004,-0.0001634532953553,2025-03-07 05:00:00+00:00,1
9825988.8,0.0003959999999999,11339899.440000016,3.167504891550369e-07,0.00034001,45.98666078202015,0.0278059759599152,0.02809,0.0276425226645599,0.02775,0.0278238458319265,-1193912.7999999989,0.00014,4.999999999999796e-05,-0.0001069538335066,2025-03-07 06:00:00+00:00,1
27668329.3,0.0005359999999999,14194453.160000017,3.2603339912848024e-07,0.0010900099999999,49.04349266099162,0.0278238458319265,0.02898,0.0277168919984199,0.02789,0.0279553330543363,17842340.5,3.999999999999837e-05,0.0008799999999999,3.483594447858951e-05,2025-03-07 07:00:00+00:00,1
22782442.4,0.0005879999999999,16473898.740000015,3.2976566268073455e-07,0.00062001,91.28545834011972,0.0279553330543363,0.02926,0.0279901689988149,0.02864,0.0281132886470915,-4885886.900000002,0.00017,0.00033,0.0001643381020196,2025-03-07 08:00:00+00:00,1
53096684.6,0.0007079999999999,24878669.34000001,3.341815307358178e-07,0.0009700099999999,88.26215390266668,0.0281132886470915,0.03,0.0282776267491112,0.02903,0.0283275168274793,30314242.200000003,0.0001199999999999,0.00057,0.000310703234354,2025-03-07 09:00:00+00:00,0
