atr_5,volume_ma_5,volume,candle_range,alt_btc_ratio,upper_wick,ema_14_slope,ema_14_prev,rsi_7,lower_wick_ratio,ema_divergence_slope,upper_wick_ratio,ema_divergence,lower_wick,body_to_range,timestamp,binary_label
0.0319999999999999,901656.9820000004,1459118.2,0.04600001,1.5730118931335937e-05,0.01,0.002493576250421,1.522298178121842,56.17973109459345,0.0434782514177714,0.0023503116517502,0.2173912570888571,0.0016765819212232,0.002,0.7391302741021143,2024-12-02 01:00:00+00:00,0
0.0302,854868.5900000005,674173.61,0.0210000100000001,1.5781696836573717e-05,0.002,0.0021610994170315,1.524791754372263,58.139487560882216,0.8571424489797816,0.0014718165095968,0.0952380498866424,0.00314839843082,0.018,0.0476190249433264,2024-12-02 02:00:00+00:00,0
0.0407999999999999,978481.6840000008,1232328.6,0.0730000099999999,1.5339370619404822e-05,0.0009999999999998,-0.0062603805052392,1.526952853789295,37.31341334373929,0.136986282604619,-0.0062649325497894,0.0136986282604603,-0.0031165341189693,0.01,0.8493149521486381,2024-12-02 03:00:00+00:00,0
0.0434,1247647.6860000007,2191119.74,0.0490000099999999,1.5562311287587376e-05,0.0010000000000001,-0.0020923297712074,1.5206924732840554,43.99997946667625,0.4489795002082662,-0.0010516550200641,0.020408159100378,-0.0041681891390334,0.022,0.5306121366097647,2024-12-02 04:00:00+00:00,1
0.041,1275507.3120000006,820796.41,0.01600001,1.575342629238546e-05,0.0,-8.001913504651625e-05,1.518600143512848,46.15382544379628,0.1874998828125662,0.0009720305415927,0.0,-0.0031961585974407,0.0029999999999998,0.8124994921878242,2024-12-02 05:00:00+00:00,0
0.0414,1189644.9040000006,1029806.16,0.04800001,1.5984629828067075e-05,0.0010000000000001,0.0027306500829598,1.5185201243778017,55.35711979167628,0.5208332248264091,0.0031883584719498,0.0208333289930587,-7.800125490842191e-06,0.0249999999999999,0.4583332378472421,2024-12-02 06:00:00+00:00,1
0.0585999999999999,3005299.650000001,9752447.34,0.1070000099999999,1.600000166666684e-05,0.0889999999999999,0.0019665634052319,1.5212507744607613,59.23564237901301,0.1401869027862719,0.0017226930109504,0.8317756231985397,0.0017148928854595,0.0150000000000001,0.0280373805572531,2024-12-02 07:00:00+00:00,0
0.0667999999999999,3678881.466000001,4600237.68,0.1140000099999998,1.5433387835881333e-05,0.016,-0.007495645048799,1.5232173378659932,30.729155463328752,0.2456140135426308,-0.0069874126390641,0.1403508648815033,-0.0052725197536045,0.028,0.6140350338565752,2024-12-02 08:00:00+00:00,0
0.0671999999999999,3530467.900000001,1449051.91,0.0510000099999999,1.557179266624067e-05,0.0219999999999997,-0.0038295590422925,1.5157216928171942,37.26413863919952,0.1568627143406445,-0.0020327342236048,0.4313724644367682,-0.0073052539772093,0.008,0.4117646251441942,2024-12-02 09:00:00+00:00,0
0.0763999999999999,3652655.3220000006,1431733.52,0.06200001,1.5067597284715785e-05,0.0049999999999998,-0.0107856178366534,1.5118921337749016,38.1642383019484,0.0161290296566099,-0.0076111021127696,0.0806451482830388,-0.0149163560899789,0.0010000000000001,0.9032256607700548,2024-12-02 10:00:00+00:00,1
0.0745999999999999,3629526.962,914164.36,0.0390000099999999,1.5253023588680093e-05,0.0169999999999999,-0.0066808687917663,1.5011065159382482,36.63365067150723,0.0769230571992134,-0.0021166711703008,0.4358973241288896,-0.0170330272602798,0.0029999999999998,0.4871793622617062,2024-12-02 11:00:00+00:00,1
0.0665999999999999,2015747.7020000007,1683551.04,0.0670000099999999,1.550983121133993e-05,0.0369999999999999,-0.002856752952864,1.494425647146482,39.33647984097826,0.1044775963466259,0.0017585979813135,0.5522387235464584,-0.0152744292789663,0.0069999999999998,0.3432835308532066,2024-12-02 12:00:00+00:00,1
0.0573999999999999,1431693.5640000007,1679966.99,0.06800001,1.596990133464688e-05,0.01,0.0048574807741843,1.4915688941936178,47.75508839650537,0.0441176405709368,0.0080689029971527,0.1470588019031173,-0.0072055262818135,0.0030000000000001,0.8088234104671439,2024-12-02 13:00:00+00:00,0
0.056,1445432.5160000008,1517746.67,0.04400001,1.555212052332782e-05,0.008,0.0002098166709596,1.4964263749678022,43.01469481239471,0.1363636053719078,0.0019849711575432,0.1818181404958771,-0.0052205551242703,0.006,0.6818180268595393,2024-12-02 14:00:00+00:00,0
0.0553999999999999,1592331.7400000007,2166229.64,0.0590000099999999,1.574478608523617e-05,0.016,0.0041818411148317,1.4966361916387618,63.09010980125455,0.2372880953748995,0.0049642497565454,0.2711863947141709,-0.0002563053677249,0.014,0.4915253404194328,2024-12-02 15:00:00+00:00,0
0.0593999999999999,1771701.8400000003,1811014.86,0.0590000099999999,1.564978424094803e-05,0.014,0.000557595632854,1.5008180327535936,53.81354336038964,0.3898304424016188,0.0005519725206788,0.2372880953748995,0.0002956671529539,0.0229999999999999,0.3728812927319849,2024-12-02 16:00:00+00:00,0
0.0564,1739769.2780000009,1523888.23,0.05200001,1.544331673819815e-05,0.004,-0.0053834171181927,1.5013756283864477,56.69641085380019,0.0576922965976374,-0.0047844067666575,0.0769230621301803,-0.0044887396137036,0.0030000000000001,0.8653844489645269,2024-12-02 17:00:00+00:00,1
0.0565999999999999,1658820.2920000008,1275222.06,0.06800001,1.594418760652547e-05,0.0050000000000001,0.0038677051642328,1.4959922112682549,63.8059534835196,0.0,0.0045064269221293,0.0735294009515603,1.768730842566235e-05,0.0,0.9264704519896378,2024-12-02 18:00:00+00:00,0
0.0537999999999999,1551932.5500000007,983307.96,0.0300000099999998,1.584286549219337e-05,0.004,0.0024186778090016,1.4998599164324875,58.893264337832,0.6333331222222935,0.00211192125577,0.1333332888889047,0.0021296085641957,0.0189999999999999,0.2333332555555795,2024-12-02 19:00:00+00:00,1
0.0565999999999999,1563466.220000001,2223897.99,0.0730000100000001,1.629616838300825e-05,0.0290000000000001,0.0075628541011347,1.5022785942414894,56.4853391047124,0.0410958847813871,0.006085095197444,0.3972602195533955,0.0082147037616397,0.0030000000000001,0.5616437586789348,2024-12-02 20:00:00+00:00,1
0.0508,1448531.7920000008,1236342.72,0.03000001,1.6392947762257816e-05,0.012,0.0072211402209836,1.509841448342624,65.42053934842173,0.3666665444444815,0.0042648217529503,0.3999998666667111,0.0124795255145901,0.0109999999999998,0.2333332555555851,2024-12-02 21:00:00+00:00,1
0.0467999999999999,1397210.158000001,1267280.06,0.03200001,1.655622195193558e-05,0.0090000000000001,0.0082583215248521,1.5170625885636078,62.81404825636494,0.2499999218750244,0.0041061499555983,0.2812499121094059,0.0165856754701885,0.008,0.4687498535156673,2024-12-02 22:00:00+00:00,0
0.0387999999999999,1309719.1300000008,837766.92,0.0290000099999999,1.6590042927518625e-05,0.0049999999999998,0.008623878654872,1.52532091008846,72.72724550317022,0.4137929607610496,0.0033994749554657,0.1724137336504335,0.0199851504256542,0.012,0.4137929607610496,2024-12-02 23:00:00+00:00,1
0.0408,1534305.318000001,2106238.9,0.04000001,1.6690320856022443e-05,0.02,0.0086740281675559,1.533944788743332,95.39469291033885,0.2999999250000187,0.0025934870401975,0.4999998750000312,0.0225786374658518,0.012,0.1999999500000125,2024-12-03 00:00:00+00:00,1
0.032,1263317.210000001,868957.45,0.0290000100000001,1.655080059394448e-05,0.0070000000000001,0.0051174910785483,1.542618816910888,76.41504387685788,0.1379309869203488,-0.0011668546727334,0.2413792271106142,0.0214117827931183,0.004,0.6206894411415697,2024-12-03 01:00:00+00:00,1
0.0362,1186593.666000001,852725.0,0.0510000099999999,1.6910415097585278e-05,0.0029999999999998,0.0101684922680753,1.5477363079894362,87.32390061497857,0.0784313571703222,0.003544485036286,0.0588235178777395,0.0249562678294044,0.004,0.8627449288735453,2024-12-03 02:00:00+00:00,1
0.0359999999999999,1386581.3500000008,2267218.48,0.0310000099999999,1.6985958274493083e-05,0.02,0.0098793599656652,1.5579048002575115,83.48618491712894,0.1612902705515226,0.0024053730126056,0.6451610822061048,0.02736164084201,0.0049999999999998,0.1935483246618314,2024-12-03 03:00:00+00:00,1
0.0411999999999999,1628038.426000001,2045052.3,0.0550000099999999,1.730597293762844e-05,0.018,0.0122954453035766,1.5677841602231768,86.36359056476256,0.1636363338843012,0.0039181044301266,0.3272726677686065,0.0312797452721367,0.0089999999999998,0.5090908165289435,2024-12-03 04:00:00+00:00,1
0.0377999999999999,1496367.716000001,1447885.35,0.0230000099999999,1.7398958641645725e-05,0.0029999999999998,0.0123893859297663,1.5800796055267534,86.15379976333858,0.3043476937618689,0.003020776370511,0.130434725897941,0.0343005216426477,0.0069999999999998,0.5652171455577704,2024-12-03 05:00:00+00:00,1
0.0467999999999999,2164102.040000001,4207629.07,0.07400001,1.7525474155049417e-05,0.0670000000000001,0.0111374678057973,1.5924689914565198,85.24585272778938,0.0540540467494531,0.0011701539194106,0.9054052830533416,0.0354706755620584,0.004,0.0405405350620883,2024-12-03 06:00:00+00:00,0
0.0447999999999999,2628217.7940000007,3173303.77,0.0410000099999999,1.7425431711146e-05,0.0149999999999999,0.008185805431691,1.6036064592623172,76.61285997661136,0.390243807257609,-0.0017050891377849,0.3658535693040057,0.0337655864242734,0.016,0.2439023795360056,2024-12-03 07:00:00+00:00,0
0.0459999999999999,2423095.534000001,1241607.18,0.0370000099999999,1.737710409513441e-05,0.008,0.0064276980407989,1.6117922646940082,85.5855316127278,0.6216214536158222,-0.0028171608203693,0.2162161577794174,0.030948425603904,0.0229999999999999,0.1621621183345631,2024-12-03 08:00:00+00:00,0
0.0423999999999999,2259794.394000001,1228546.6,0.0370000100000001,1.716427131474434e-05,0.01,0.0022373383020257,1.618219962734807,55.91393640886504,0.081081059167284,-0.0057794353867035,0.2702701972242702,0.0251689902172005,0.0030000000000001,0.6486484733382485,2024-12-03 09:00:00+00:00,0
0.0487999999999999,2296282.002000001,1630323.39,0.0550000099999999,1.7001432977922428e-05,0.0209999999999999,-0.0013943068049111,1.6204573010368328,39.99997454547082,0.1636363338843052,-0.0075122660085971,0.3818181123967056,0.0176567242086034,0.0090000000000001,0.4545453719008404,2024-12-03 10:00:00+00:00,0
0.0393999999999999,1671923.514000001,1085836.63,0.0270000099999999,1.719164345057866e-05,0.0009999999999998,0.0018582674357439,1.6190629942319217,37.1428323809689,0.1111110699588675,-0.0027881970458751,0.037037023319617,0.0148685271627282,0.0030000000000001,0.8518515363512822,2024-12-03 11:00:00+00:00,0
0.0361999999999999,1210786.662000001,867619.51,0.0250000099999999,1.7223271181195772e-05,0.0069999999999998,0.0016104984443112,1.6209212616676656,28.26084806239811,0.7199997120001184,-0.0023079456519097,0.2799998880000416,0.0125605815108185,0.018,0.0,2024-12-03 12:00:00+00:00,0
0.0505999999999999,1765565.392000001,4015500.83,0.1090000099999999,1.6560676204847884e-05,0.0069999999999998,-0.0094042346815967,1.6225317601119769,13.52940619377388,0.1926605327834386,-0.011368850724102,0.0642201775944781,0.0011917307867164,0.0210000000000001,0.7431191978789724,2024-12-03 13:00:00+00:00,0
0.0593999999999999,2873544.120000001,6768440.24,0.0810000099999999,1.6527493758876047e-05,0.0049999999999998,-0.0052170033907172,1.61312752543038,24.861868837951263,0.6790122618503377,-0.0048628106635568,0.0617283874409385,-0.0036710798768404,0.0549999999999999,0.259259227251949,2024-12-03 14:00:00+00:00,1
0.0659999999999999,3615799.852000001,5341602.05,0.0880000099999998,1.703550093883377e-05,0.022,0.0029452637280451,1.6079105220396628,43.53446962322035,0.0795454455061983,0.0034948757312491,0.2499999715909129,-0.0001762041455912,0.0069999999999998,0.6704544692665381,2024-12-03 15:00:00+00:00,1
0.0731999999999999,3863660.212000001,2325138.43,0.0630000099999999,1.7284885187988897e-05,0.0390000000000001,0.0044192285643056,1.610855785767708,52.03618261297382,0.1587301335348962,0.0039108760301651,0.6190475207861107,0.0037346718845738,0.0099999999999997,0.2222221869488596,2024-12-03 16:00:00+00:00,1
0.0851999999999999,4064588.600000001,1872261.45,0.0850000099999999,1.771924698417999e-05,0.0090000000000001,0.0110299980890649,1.6152750143320136,67.59998107200528,0.2705882034602104,0.008717580356788,0.1058823404844319,0.0124522522413619,0.0229999999999999,0.6235293384083127,2024-12-03 17:00:00+00:00,0
0.0723999999999999,3639374.066000001,1889428.16,0.0450000100000001,1.794071395243983e-05,0.01,0.0115593316771895,1.6263050124210785,66.52890637593619,0.4444443456790332,0.0070013521572003,0.2222221728395166,0.0194536043985622,0.02,0.3333332592592773,2024-12-03 18:00:00+00:00,0
0.0662,2566630.636000001,1404723.09,0.05000001,1.7898198234072383e-05,0.0010000000000001,0.0093514207868976,1.637864344098268,65.18216776213868,0.8599998280000322,0.0033190920888948,0.019999996000003,0.022772696487457,0.0429999999999999,0.1199999760000048,2024-12-03 19:00:00+00:00,1
0.0693999999999999,2068065.628000001,2848777.01,0.1040000099999998,1.8825486277998463e-05,0.0049999999999998,0.0203712313486446,1.6472157648851655,98.06198889790994,0.0673076858357985,0.0121316533081996,0.0480769184541414,0.0349043497956567,0.0069999999999998,0.8846152995562231,2024-12-03 20:00:00+00:00,1
0.1137999999999999,5813254.232000001,21051081.45,0.2850000099999999,2.0593750000000003e-05,0.0999999999999998,0.0412550671688254,1.6675869962338103,98.7893295030192,0.0245614026469679,0.0273720963238079,0.3508771806709757,0.0622764461194647,0.0069999999999998,0.6245613815943383,2024-12-03 21:00:00+00:00,0
0.1093999999999999,6687770.744000001,6244844.01,0.0630000099999999,2.013155529217493e-05,0.0029999999999998,0.0301543915463153,1.7088420634026358,88.2205359011591,0.2857142403628195,0.0108159810731596,0.0476190400604681,0.0730924271926243,0.018,0.6666665608465788,2024-12-03 22:00:00+00:00,0
0.1197999999999999,7265142.454000001,4776286.71,0.0970000099999999,1.9760105640404265e-05,0.036,0.0206671393401398,1.7389964549489512,79.34270996716029,0.2061855457540654,-0.0001893598755335,0.3711339823573218,0.0729030673170907,0.0199999999999997,0.4226803687958399,2024-12-03 23:00:00+00:00,0
0.1223999999999999,7558246.558,2870243.61,0.0630000099999999,1.945764656266e-05,0.028,0.0137781874281213,1.759663594289091,70.47145177915228,0.0476190400604681,-0.0061698528296667,0.4444443738977192,0.0667332144874239,0.0029999999999998,0.5079364273116791,2024-12-04 00:00:00+00:00,0
0.1105999999999999,7396173.162,2038410.03,0.0450000099999999,1.9518583187827388e-05,0.0110000000000001,0.0139410957710384,1.7734417817172123,70.47145177915226,0.4222221283950811,-0.0044848448221974,0.2444443901234719,0.0622483696652265,0.0189999999999999,0.333333259259274,2024-12-04 01:00:00+00:00,0
0.0615999999999999,3459374.9940000004,1367090.61,0.0400000099999998,1.9261285338455755e-05,0.006,0.0076822830015665,1.7873828774882508,65.89326075979524,0.0249999937499989,-0.0088400947899358,0.1499999625000102,0.0534082748752906,0.0009999999999998,0.8249997937500533,2024-12-04 02:00:00+00:00,1
0.0545999999999999,2360406.708000001,750002.58,0.02800001,1.9379699263822026e-05,0.0129999999999999,0.0081246452680243,1.7950651604898171,57.99998840000232,0.1071428188775686,-0.0062430041093013,0.464285548469443,0.0471652707659893,0.0030000000000001,0.4285712755102587,2024-12-04 03:00:00+00:00,1
0.0453999999999999,1618778.5840000007,1068146.09,0.0510000099999999,1.976572718714332e-05,0.006,0.012641359232288,1.8031898057578413,31.627896679289407,0.0392156785851611,-0.0007301283632459,0.1176470357554834,0.0464351424027433,0.002,0.8431370895809625,2024-12-04 04:00:00+00:00,0
0.0377999999999999,1294097.5160000008,1246838.27,0.0250000100000001,1.973461503300884e-05,0.0170000000000001,0.0117558446679828,1.8158311649901293,41.340765956125,0.0799999680000124,-0.0013224215162011,0.6799997280001102,0.0451127208865422,0.002,0.2399999040000373,2024-12-04 05:00:00+00:00,0
0.0371999999999999,1081257.7340000006,974211.12,0.0420000099999998,1.941170718610213e-05,0.0009999999999998,0.0061883987122517,1.8275870096581128,44.047600694452136,0.2857142176870925,-0.0058633313484153,0.0238095181405884,0.0392493895381269,0.012,0.6904760260771377,2024-12-04 06:00:00+00:00,0
0.0351999999999999,1067204.274000001,1296823.31,0.0300000099999998,1.921547640974146e-05,0.0059999999999997,0.0029632788839515,1.8337754083703643,47.74191392300664,0.199999933333357,-0.0072194783610743,0.1999999333333496,0.0320299111770525,0.006,0.599999800000071,2024-12-04 07:00:00+00:00,1
0.0335999999999999,1054621.2360000007,687087.39,0.02000001,1.9185514409148728e-05,0.014,0.0024348416994246,1.836738687254316,41.843950857613066,0.2499998750000569,-0.0058769913072667,0.6999996500001749,0.0261529198697858,0.0049999999999998,0.049999975000018,2024-12-04 08:00:00+00:00,1
0.0299999999999999,1020496.6500000008,897523.16,0.0330000099999999,1.934601983271735e-05,0.0129999999999999,0.0045101961395013,1.8391735289537403,61.1110771605127,0.0606060422405934,-0.0025918083453828,0.3939392745638541,0.0235611115244029,0.002,0.5454543801653412,2024-12-04 09:00:00+00:00,1
0.0333999999999998,1117554.0560000008,1732125.3,0.0420000099999998,1.957269562334217e-05,0.0229999999999999,0.0060421699875679,1.8436837250932416,62.59538639941184,0.0952380725623641,-0.000603379141979,0.5476189172335914,0.0229577323824239,0.004,0.357142772108863,2024-12-04 10:00:00+00:00,1
0.0391999999999999,1372824.4440000008,2250563.06,0.0710000100000001,2.00539741955565e-05,0.028,0.010569880655892,1.849725895080809,62.0154702241635,0.0422535151755627,0.0035092124782996,0.394366141638571,0.0264669448607235,0.0030000000000001,0.5633802023408158,2024-12-04 11:00:00+00:00,1
0.0648,2904117.0440000007,8953286.31,0.1580000100000001,2.110078799199483e-05,0.0460000000000002,0.0219605632351065,1.8602957757367016,77.62554596443738,0.0949367028521067,0.0125987566155369,0.2911392220797975,0.0390657014762605,0.0149999999999999,0.6139240117769605,2024-12-04 12:00:00+00:00,0
0.085,3831868.252000001,5325843.43,0.1210000099999999,2.068666126381389e-05,0.0510000000000001,0.0128991548037589,1.8822563389718083,72.34040398370946,0.1983470910456951,0.0015203350842238,0.4214875684721031,0.0405860365604844,0.024,0.3801652578375805,2024-12-04 13:00:00+00:00,1
0.114,4767896.962000001,5577666.71,0.1780000099999999,2.235371699422028e-05,0.0030000000000001,0.0329126008299243,1.8951554937755672,87.63156280471212,0.0730337037621509,0.0186520165860628,0.0168539316374202,0.0592380531465472,0.0129999999999999,0.9101123084206568,2024-12-04 14:00:00+00:00,0
0.1294000000000001,6046923.132000001,8127256.15,0.1190000100000002,2.1735313596916573e-05,0.0260000000000002,0.0203909207192678,1.928068094605492,75.68180614153087,0.2689075404279375,0.0030325423427224,0.2184873765977011,0.0622705954892697,0.032,0.512604998940755,2024-12-04 15:00:00+00:00,0
0.1492,6905232.1680000005,6542108.24,0.1700000099999999,2.0358930796609853e-05,0.016,-0.0023278687099677,1.94845901532476,55.0699233306038,0.0176470577854678,-0.0176045339935395,0.0941176415224918,0.0446660614957301,0.0030000000000001,0.8882352418685144,2024-12-04 16:00:00+00:00,0
0.1296,5631144.994000001,2582850.44,0.06000001,2.0513546162072502e-05,0.0010000000000001,0.0018491804513609,1.946131146614792,56.06836935934043,0.516666580555568,-0.0095484824789913,0.0166666638888912,0.0351175790167388,0.0309999999999999,0.4666665888889018,2024-12-04 17:00:00+00:00,1
0.1138,4966023.966000001,2000238.29,0.04200001,2.072603336495996e-05,0.0070000000000001,0.0058692897245131,1.9479803270661529,55.45926536889329,0.0952380725623636,-0.0036437662452359,0.166666626984139,0.0314738127715028,0.004,0.7380950623583158,2024-12-04 18:00:00+00:00,0
0.0876,4140572.13,1450407.53,0.0470000100000001,2.0399211436232047e-05,0.0350000000000001,0.0038867177612444,1.9538496167906656,45.714279183674414,0.0638297736532418,-0.0044675751517864,0.7446806926211298,0.0270062376197164,0.0030000000000001,0.1914893209597161,2024-12-04 19:00:00+00:00,0
0.0802,2898762.2940000007,1918206.97,0.08200001,1.956495915814776e-05,0.014,-0.0034315112735878,1.9577363345519103,45.25251885317913,0.1951219274241552,-0.0097541317693186,0.1707316864961358,0.0172521058503978,0.016,0.6341462641285044,2024-12-04 20:00:00+00:00,1
0.055,1867923.3960000009,1387913.75,0.04400001,1.9960874638439466e-05,0.0070000000000001,-0.0005739764371095,1.9543048232783224,22.57142405714376,0.4545453512396928,-0.0048152558450704,0.159090872933895,0.0124368500053273,0.02,0.3863635485537364,2024-12-04 21:00:00+00:00,0
0.0522,1613732.7680000009,1311897.3,0.04600001,2.0259820741839465e-05,0.0069999999999998,0.0047025537545049,1.953730846841213,35.975602078377634,0.0217391257088881,0.00100552203386,0.1521738799621975,0.0134423720391874,0.0010000000000001,0.8260867769376572,2024-12-04 22:00:00+00:00,0
0.0602,1503434.476000001,1448746.83,0.08200001,1.972870344786733e-05,0.0089999999999998,-0.0017911200794289,1.9584334005957176,53.1531363931552,0.3536584934562826,-0.0049278230792972,0.1097560841760859,0.0085145489598901,0.0290000000000001,0.5365853004164268,2024-12-04 23:00:00+00:00,0
0.0602,1446300.1640000008,1164735.97,0.0470000099999999,1.9665091187322866e-05,0.02,-0.0031523040688383,1.9566422805162889,43.414619321837336,0.2978722770484523,-0.0048869033002063,0.425531824354932,0.0036276456596837,0.014,0.2765956858307034,2024-12-05 00:00:00+00:00,0
0.0604,1575146.9660000007,2562440.98,0.0830000099999999,1.935237974176592e-05,0.0010000000000001,-0.0071319968596601,1.9534899764474505,27.66989351023038,0.5783131833357592,-0.0071474086671234,0.0120481913194963,-0.0035197630074397,0.0479999999999998,0.4096385048628313,2024-12-05 01:00:00+00:00,0
0.06,1634587.666000001,1685117.25,0.04200001,1.884478132399206e-05,0.0250000000000001,-0.005114397278372,1.9463579795877903,31.707306246285683,0.2142856632653156,-0.0035951568667156,0.5952379535147756,-0.0071149198741553,0.0089999999999998,0.1904761451247273,2024-12-05 02:00:00+00:00,0
0.0662,1740038.8140000007,1839153.04,0.0770000099999999,1.830736956606193e-05,0.0429999999999999,-0.0074991443079222,1.9412435823094183,36.72314931852856,0.1558441356046579,-0.0047830213008936,0.5584414859166895,-0.011897941175049,0.012,0.2857142486085395,2024-12-05 03:00:00+00:00,1
0.0637999999999999,1637150.828000001,934306.9,0.0700000099999998,1.849236248978613e-05,0.0309999999999999,-0.0030325917335327,1.933744438001496,39.45944452885885,0.1999999714285729,0.0003209675269209,0.4428570795918456,-0.0115769736481281,0.0139999999999997,0.357142806122459,2024-12-05 04:00:00+00:00,0
0.0669999999999999,1699741.0700000008,1477687.18,0.0630000099999999,1.8584673637415947e-05,0.0109999999999998,-0.0035615795023951,1.9307118462679635,22.22221205519708,0.6825395742000671,-0.0002221386525638,0.1746031468883879,-0.0117991123006919,0.0429999999999999,0.1428571201814115,2024-12-05 05:00:00+00:00,0
0.0573999999999999,1321770.4020000007,672587.64,0.0350000100000001,1.878237973340012e-05,0.0010000000000001,-0.0017533689020756,1.927150266765568,36.97476816610272,0.7142855102041408,0.0014155802858566,0.0285714204081686,-0.0103835320148353,0.0250000000000001,0.2571427836734863,2024-12-05 06:00:00+00:00,0
0.0576,1162641.9820000008,889475.15,0.0430000100000001,1.904415367957111e-05,0.008,0.002880413618201,1.9253968978634928,54.99997250001375,0.0232558085451633,0.0051162449196346,0.1860464683612859,-0.0052672870952006,0.0010000000000001,0.7906974905354652,2024-12-05 07:00:00+00:00,0
0.0504,1039569.4340000008,1223790.3,0.0410000099999999,1.8741971896773187e-05,0.0109999999999998,-0.0003036415308925,1.9282773114816936,60.15621710206876,0.2195121415824023,0.0010511354342694,0.2682926174896035,-0.0042161516609311,0.0089999999999998,0.5121949970256146,2024-12-05 08:00:00+00:00,0
0.0428,1012025.4440000008,796586.95,0.03200001,1.8792921865067988e-05,0.018,0.0002701773398932,1.927973669950801,58.8709345083434,0.3124999023437805,0.0012904430876392,0.562499824218805,-0.0029257085732918,0.01,0.1249999609375122,2024-12-05 09:00:00+00:00,0
0.0366,898649.3100000008,910806.51,0.03200001,1.88403238071885e-05,0.008,-0.0001658463054257,1.9282438472906944,70.19226044751696,0.6874997851563172,0.0005863116260749,0.2499999218750244,-0.0023393969472169,0.022,0.0624999804687561,2024-12-05 10:00:00+00:00,0
0.0394,914431.2580000008,751497.38,0.0490000099999999,1.915822559147e-05,0.0069999999999998,0.0049229332019642,1.9280780009852685,73.27581785079953,0.0612244773011249,0.0048924157885228,0.1428571137026279,0.0025530188413058,0.0029999999999998,0.7959182049146561,2024-12-05 11:00:00+00:00,0
0.039,907860.3020000008,856620.37,0.0410000100000001,1.886312710782076e-05,0.0090000000000001,0.0009332087750355,1.9330009341872327,63.43280268435678,0.1463414277216025,0.0001783029678299,0.2195121415824066,0.0027313218091358,0.006,0.6341461867936112,2024-12-05 12:00:00+00:00,0
0.037,814811.3680000008,758545.63,0.0310000100000001,1.87340821126984e-05,0.014,-0.0011912190616358,1.9339341429622685,53.956807359881225,0.0967741623309186,-0.0017251471312151,0.4516127575442701,0.0010061746779206,0.0030000000000001,0.4516127575442701,2024-12-05 13:00:00+00:00,0
0.0374,895428.1500000007,1199670.86,0.03400001,1.8539631578199905e-05,0.016,-0.0018323898534176,1.9327429239006324,37.499976562514654,0.3235293166090278,-0.0018548847912207,0.4705880968858538,-0.0008487101133001,0.0110000000000001,0.2058822923875577,2024-12-05 14:00:00+00:00,0
0.0402,1123206.632000001,2049698.92,0.04600001,1.9053822705265697e-05,0.01,-0.0001214045396285,1.9309105340472148,51.960748654388176,0.5652172684310286,0.0001059485561496,0.2173912570888571,-0.0007427615571504,0.026,0.2173912570888571,2024-12-05 15:00:00+00:00,0
0.0394000000000001,1256057.1060000008,1415749.75,0.0450000100000001,1.899294628301905e-05,0.01,-0.0015718839343448,1.9307891295075863,44.95409957076178,0.5111109975308906,-0.0011897080532639,0.2222221728395166,-0.0019324696104143,0.0230000000000001,0.2666666074074199,2024-12-05 16:00:00+00:00,0
0.0398,1266264.6520000007,907658.1,0.0430000099999999,1.918399215816061e-05,0.0089999999999998,0.0018377005902345,1.9292172455732413,56.15381591717606,0.2325580854516086,0.0020911054190586,0.2093022769064451,0.0001586358086442,0.01,0.5581394050838607,2024-12-05 17:00:00+00:00,0
0.0432,1257949.0160000008,716967.45,0.04800001,1.900593376432083e-05,0.004,-0.0036073261551301,1.931054946163476,26.71754297535865,0.0833333159722258,-0.0031960693378998,0.0833333159722258,-0.0030374335292555,0.004,0.8333331597222584,2024-12-05 18:00:00+00:00,0
0.0496,1339304.058000001,1606446.07,0.06600001,1.889364624146706e-05,0.02,-0.0075263493344459,1.927447620008346,25.17984343461121,0.2121211799816394,-0.0058261972853264,0.3030302571166277,-0.0088636308145819,0.014,0.4848484113866044,2024-12-05 19:00:00+00:00,0
0.0514,1401352.7500000007,2359942.38,0.0550000099999999,1.876397204319569e-05,0.0189999999999999,-0.0081228360898533,1.9199212706739,25.73528087154658,0.4545453719008404,-0.0048915738749761,0.3454544826446382,-0.0137552046895581,0.0249999999999999,0.1999999636363726,2024-12-05 20:00:00+00:00,0
0.0505999999999999,1240939.068000001,613681.34,0.0410000099999999,1.905811075785361e-05,0.0089999999999998,-0.003573124611206,1.9117984345840464,39.102546556549605,0.1219511897680055,0.0003123171375838,0.2195121415824023,-0.0134428875519743,0.0050000000000001,0.6585364247472125,2024-12-05 21:00:00+00:00,0
0.0653999999999999,1615267.852000001,2779302.02,0.1170000099999999,1.906013353067801e-05,0.014,-0.0089633746630453,1.9082253099728408,26.45501665687216,0.5213674768061981,-0.0044822309421712,0.1196581094309309,-0.0179251184941455,0.0609999999999999,0.3589743282927928,2024-12-05 22:00:00+00:00,0
0.0662,1758788.426000001,1434570.32,0.05200001,1.8907505165524223e-05,0.022,-0.0088349247079726,1.899261935309796,26.881710313334835,0.4423076072485349,-0.0032492794959397,0.4230768417159919,-0.0211743979900853,0.0229999999999999,0.1346153587278177,2024-12-05 23:00:00+00:00,1
