atr_5,candle_range,volume,ema_divergence,ema_14_slope,volume_ma_5,alt_btc_ratio,body_size,upper_wick,ema_14,rsi_7,ema_7_prev,upper_wick_ratio,high,volume_slope,timestamp,binary_label
0.0383999999999997,0.0370000099999999,111917.62,-0.0183877331231339,-0.003942643102397,116946.348,5.833102204964638e-05,0.0189999999999996,0.012,3.39062718016558,51.937956312737015,3.3746525960565945,0.3243242366691262,3.396,-55617.51000000001,2024-09-02 06:00:00+00:00,0
0.0431999999999998,0.06000001,223333.29,-0.0205139708616681,-0.0076836240220772,136508.638,5.791687946008193e-05,0.032,0.0089999999999998,3.3829435561435024,37.74832687163656,3.3722394470424457,0.1499999750000023,3.374,111415.67,2024-09-02 07:00:00+00:00,0
0.0525999999999998,0.0660000099999998,237879.57,-0.0157288930296601,-0.0003924741524667,168533.27,5.821963996492352e-05,0.0469999999999997,0.0190000000000001,3.382551081991036,53.33331418804104,3.362429585281834,0.287878744260799,3.399,14546.28,2024-09-02 08:00:00+00:00,0
0.0549999999999999,0.0540000100000002,317984.11,-0.0087109626711998,0.0035265224011955,211729.944,5.837093884064597e-05,0.0299999999999998,0.0050000000000003,3.386077604392231,60.454526219014376,3.3668221889613754,0.0925925754458251,3.414,80104.53999999998,2024-09-02 09:00:00+00:00,0
0.0558,0.0620000100000002,447217.55,0.0002243908175056,0.0077229860810361,267666.428,5.887329437963463e-05,0.036,0.0180000000000002,3.393800590473268,63.59830773271324,3.377366641721032,0.2903225338189487,3.462,129233.44,2024-09-02 10:00:00+00:00,0
0.055,0.0330000099999999,136188.94,0.0042748908912484,0.004693254603564,272520.692,5.869363275929739e-05,0.0150000000000001,0.0110000000000001,3.3984938450768314,69.72474825352121,3.394024981290773,0.3333332323232674,3.455,-311028.61,2024-09-02 11:00:00+00:00,0
0.0476,0.0230000100000001,139116.09,0.0079318862428059,0.0054008206564226,255677.252,5.889309746867569e-05,0.0100000000000002,0.0049999999999998,3.403894665733254,64.70585813149701,3.40276873596808,0.2173912098299028,3.444,2927.149999999994,2024-09-02 12:00:00+00:00,0
0.0438000000000001,0.0470000100000001,126869.67,0.0059612036798917,1.4044568899418408e-05,233475.272,5.8506851523567226e-05,0.0340000000000002,0.0129999999999999,3.403908710302153,59.60589077629373,3.41182655197606,0.2765956858307021,3.451,-12246.419999999998,2024-09-02 13:00:00+00:00,0
0.0598,0.1340000099999999,876413.46,0.0160315532246673,0.0132121719597129,345161.142,5.978121746847108e-05,0.0990000000000002,0.0069999999999996,3.4171208822618664,81.48146035665836,3.409869913982045,0.0522388020717287,3.51,749543.7899999999,2024-09-02 14:00:00+00:00,0
0.0532,0.0290000099999999,456425.03,0.0204095619879498,0.0095838823650842,347002.638,5.9602319792667976e-05,0.0140000000000002,0.0109999999999996,3.4267047646269506,72.99575903078838,3.4331524354865337,0.3793102140309506,3.514,-419988.42999999993,2024-09-02 15:00:00+00:00,0
0.057,0.05200001,166425.72,0.0193082822844847,0.0045726980497398,353049.994,5.931956465849687e-05,0.028,0.02,3.4312774626766904,61.01693105430007,3.4471143266149005,0.3846153106509017,3.509,-289999.31000000006,2024-09-02 16:00:00+00:00,0
0.0609999999999999,0.0430000099999997,118725.08,0.0214488410677491,0.0079630049764416,348971.792,5.966092564840455e-05,0.0310000000000001,0.0109999999999996,3.439240467653132,60.17314193887472,3.450585744961175,0.2558138939967631,3.502,-47700.64,2024-09-02 17:00:00+00:00,0
0.0675999999999999,0.08000001,580287.81,0.0161752429079462,0.0001012709795826,439655.42,5.8817484728399146e-05,0.0510000000000001,0.0139999999999997,3.4393417386327148,52.05991144496705,3.460689308720881,0.1749999781249999,3.505,461562.73,2024-09-02 18:00:00+00:00,0
0.0471999999999999,0.03200001,163384.3,0.0132582293404759,0.0012877681823049,297049.58800000005,5.9017806128988047e-05,0.0089999999999998,0.0090000000000003,3.44062950681502,51.8796855955714,3.455516981540661,0.2812499121094128,3.458,-416903.51000000007,2024-09-02 19:00:00+00:00,0
0.0553999999999999,0.0700000099999998,235273.73,0.0175702295436046,0.0087160657579974,252819.32800000004,5.94317873609981e-05,0.0579999999999998,0.008,3.449345572573017,67.70831687645068,3.453887736155496,0.1142856979591863,3.514,71889.43000000002,2024-09-02 20:00:00+00:00,0
0.0533999999999998,0.0420000099999998,149253.49,0.0180373553575181,0.0055539236569308,249384.88200000004,5.912239402509865e-05,0.016,0.0169999999999999,3.454899496229948,47.05880738178178,3.4669158021166218,0.4047618083900451,3.524,-86020.24000000002,2024-09-02 21:00:00+00:00,0
0.0497999999999999,0.0250000099999999,83985.58,0.0178564086246444,0.0049467338360074,242436.982,5.883741513688545e-05,0.0019999999999997,0.0099999999999997,3.459846230065956,50.785321701714594,3.472936851587466,0.3999998400000569,3.502,-65267.90999999999,2024-09-02 22:00:00+00:00,0
0.0365999999999998,0.0140000099999997,66447.18,0.0170269129607887,0.0041538359912056,139668.856,5.9037278041565565e-05,0.0,0.0059999999999997,3.464000066057161,59.14631621803586,3.4777026386906,0.4285711224491892,3.497,-17538.40000000001,2024-09-02 23:00:00+00:00,0
0.0359999999999998,0.0290000099999999,74039.5,0.0176701770139229,0.0055999911923785,121799.896,5.916501724071302e-05,0.0159999999999995,0.0,3.46960005724954,55.03353119230071,3.4810269790179498,0.0,3.506,7592.320000000007,2024-09-03 00:00:00+00:00,0
0.0273999999999999,0.0270000100000001,158395.56,0.0190159594146628,0.0065866590333945,106424.262,5.92543848497365e-05,0.0130000000000003,0.0,3.476186716282934,85.58553161272812,3.4872702342634625,0.0,3.519,84356.06,2024-09-03 01:00:00+00:00,0
0.0285999999999999,0.04800001,125876.16,0.0183235193279878,0.0046417711622757,101748.796,5.919642912841983e-05,0.0069999999999996,0.0390000000000001,3.48082848744521,78.181768429784,3.495202675697597,0.8124998307292042,3.557,-32519.4,2024-09-03 02:00:00+00:00,0
0.0301999999999999,0.0330000099999999,111215.87,0.0152793159607158,0.0017562016739725,107194.854,5.9109143663471045e-05,0.0169999999999999,0.0099999999999997,3.4825846891191823,41.42853000004166,3.4991520067731976,0.3030302112029606,3.521,-14660.290000000008,2024-09-03 03:00:00+00:00,0
0.0323999999999999,0.0250000099999999,114102.3,0.0123246065732991,0.0009887081174424,116725.878,5.905344268880308e-05,0.004,0.0079999999999995,3.4835733972366247,49.15248405637493,3.497864005079898,0.3199998720000348,3.502,2886.430000000008,2024-09-03 04:00:00+00:00,0
0.031,0.0220000100000002,77618.55,0.0115098919190348,0.0025902137017834,117441.688,5.918629405602677e-05,0.0129999999999999,0.0,3.486163610938408,57.74642194014749,3.495898003809924,0.0,3.503,-36483.75,2024-09-03 05:00:00+00:00,0
0.032,0.03200001,72848.93,0.0070966643297945,-0.0017551481251207,100332.362,5.897335755887997e-05,0.0300000000000002,0.0,3.4844084628132874,40.99997130001998,3.497673502857443,0.0,3.503,-4769.62000000001,2024-09-03 06:00:00+00:00,0
0.0286,0.0310000100000001,91179.78,0.0073748442524617,0.002345538291562,93393.086,5.924347002300717e-05,0.0279999999999995,0.0020000000000002,3.486754001104849,48.24558441060607,3.491505127143082,0.0645161082206171,3.504,18330.85000000001,2024-09-03 07:00:00+00:00,0
0.0326,0.0530000099999999,168711.33,0.0021764997271138,-0.0038338668139799,104892.178,5.882050763901151e-05,0.0439999999999995,0.0010000000000003,3.4829201342908696,28.965503258032868,3.494128845357311,0.0188679209683231,3.503,77531.54999999999,2024-09-03 08:00:00+00:00,0
0.0308,0.01600001,70723.69,-0.0016249742052658,-0.0037226845721161,96216.456,5.868464857152563e-05,0.0019999999999997,0.0130000000000003,3.479197449718753,29.999985000007428,3.4850966340179834,0.8124994921878381,3.47,-97987.63999999998,2024-09-03 09:00:00+00:00,0
0.0322000000000001,0.0290000100000003,101866.48,-0.0015917664544708,-0.0004263266291668,101066.042,5.8836532950658896e-05,0.02,0.0060000000000002,3.4787711230895866,43.74997873264913,3.477572475513488,0.2068964803805292,3.482,31142.79,2024-09-03 10:00:00+00:00,0
0.0304,0.0230000099999996,151564.04,-0.0005837892013049,0.0006971835880551,116809.064,5.897887323943662e-05,0.008,0.0049999999999998,3.4794683066776417,47.97295028306397,3.477179356635116,0.217391209829907,3.489,49697.56000000001,2024-09-03 11:00:00+00:00,0
0.0283999999999999,0.0210000099999999,93111.54,0.0004408556532964,0.0010042257763145,117195.416,5.896676097628123e-05,0.0030000000000001,0.0169999999999999,3.4804725324539563,44.20287612897586,3.4788845174763368,0.8095234240364637,3.504,-58452.500000000015,2024-09-03 12:00:00+00:00,0
0.0362,0.09200001,318798.78,-0.0056744870463223,-0.0068630043271942,147212.90600000002,5.871676890302384e-05,0.06,0.016,3.473609528126762,36.74697245609593,3.4809133881072527,0.1739130245746712,3.505,225687.24000000005,2024-09-03 13:00:00+00:00,0
0.0419999999999999,0.0450000099999999,236528.91,-0.0120269768995306,-0.0088812704169014,180373.95,5.907460079996061e-05,0.0219999999999997,0.0,3.4647282577098606,20.125777303116948,3.46793504108044,0.0,3.429,-82269.87000000002,2024-09-03 14:00:00+00:00,0
0.0453999999999999,0.0460000100000002,181651.08,-0.0185551960741321,-0.0108971010279814,196330.87,5.860545690775227e-05,0.0249999999999999,0.0140000000000002,3.453831156681879,23.02157114021594,3.45270128081033,0.3043477599244034,3.422,-54877.830000000016,2024-09-03 15:00:00+00:00,0
0.0475999999999999,0.0340000099999998,264698.08,-0.0210133653351514,-0.0081108208909173,218957.678,5.879600748596381e-05,0.0099999999999997,0.0190000000000001,3.445720335790962,28.76710949522136,3.435275960607747,0.5588233650519583,3.412,83047.00000000003,2024-09-03 16:00:00+00:00,0
